OBJECTID,Join_Count,OBJECTID_1,Address,Date,Unit,Price,Prox_Q,Q_0_150,Q_150_300,Q_300_450,Q_450_600,Q_600_750,A_0_150,A_150_300,A_300_450,East,West,mean_proximity,Kernel_RBC,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020
15675,1191,15675,151 EAST 58TH STREET,"05/03/2017
",#PH53W,37500000,1,0,0,1,0,0,0,0,0,0,0,375,908672,150,204,201,116,117,104,91,39,120,86,120,97,161,163,230,80,4
15676,1368,15676,151 EAST 58TH   STREET,"05/03/2017
",#PH53W,37500000,1,0,0,1,0,0,0,0,0,0,0,375,908672,181,237,209,114,121,124,101,47,130,92,135,128,191,177,267,96,4
15677,1191,15677,151 EAST 58TH STREET,"12/21/2015
",PH-51/52W,79000000,1,0,0,1,0,0,0,0,0,0,0,375,908672,150,204,201,116,117,104,91,39,120,86,120,97,161,163,230,80,4
15678,1368,15678,151 EAST 58TH   STREET,"12/21/2015
",PH-51/52W,79000000,1,0,0,1,0,0,0,0,0,0,0,375,908672,181,237,209,114,121,124,101,47,130,92,135,128,191,177,267,96,4
15679,1191,15679,151 EAST 58TH STREET,"07/08/2019
",PH5152W,45000000,1,0,0,1,0,0,0,0,0,0,0,375,908672,150,204,201,116,117,104,91,39,120,86,120,97,161,163,230,80,4
15680,1368,15680,151 EAST 58TH   STREET,"07/08/2019
",PH5152W,45000000,1,0,0,1,0,0,0,0,0,0,0,375,908672,181,237,209,114,121,124,101,47,130,92,135,128,191,177,267,96,4
15681,1191,15681,151 EAST 58TH STREET,"03/06/2018
",PH51/52W,57500000,1,0,0,1,0,0,0,0,0,0,0,375,908672,150,204,201,116,117,104,91,39,120,86,120,97,161,163,230,80,4
15682,1368,15682,151 EAST 58TH   STREET,"03/06/2018
",PH51/52W,57500000,1,0,0,1,0,0,0,0,0,0,0,375,908672,181,237,209,114,121,124,101,47,130,92,135,128,191,177,267,96,4
15683,1191,15683,151 EAST 58TH STREET,"01/01/2017
",PH5152W,67500000,1,0,0,1,0,0,0,0,0,0,0,375,908672,150,204,201,116,117,104,91,39,120,86,120,97,161,163,230,80,4
15684,1368,15684,151 EAST 58TH   STREET,"01/01/2017
",PH5152W,67500000,1,0,0,1,0,0,0,0,0,0,0,375,908672,181,237,209,114,121,124,101,47,130,92,135,128,191,177,267,96,4
15685,3668,15685,117 EAST 102ND STREET,"01/17/2008
",#2A,480914,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15686,3668,15686,117 EAST 102ND STREET,"08/23/2013
",#2A,487000,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15687,3668,15687,117 EAST 102ND STREET,"12/18/2007
",#5A,457656,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15688,3668,15688,117 EAST 102ND STREET,"12/14/2007
",#3A,471754,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15689,3668,15689,117 EAST 102ND STREET,"03/15/2013
",#4A,480000,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15690,3668,15690,117 EAST 102ND STREET,"12/17/2007
",#4A,481189,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15691,3668,15691,117 EAST 102ND STREET,"12/27/2007
",#PHA,499999,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15692,3668,15692,117 EAST 102ND STREET,"01/13/2016
",#PHA,589000,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15693,3668,15693,117 EAST 102ND STREET,"01/17/2008
",#3B,536617,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15694,3668,15694,117 EAST 102ND STREET,"03/05/2008
",#4B,559272,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15695,3668,15695,117 EAST 102ND STREET,"12/18/2007
",#5B,588027,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15696,3668,15696,117 EAST 102ND STREET,"12/21/2007
",#PHB,599144,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15697,3668,15697,117 EAST 102ND STREET,"05/13/2014
",#4B,679000,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15698,3668,15698,117 EAST 102ND STREET,"11/25/2014
",#5B,690000,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15699,3668,15699,117 EAST 102ND STREET,"11/30/2016
",#4B,705000,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15700,3668,15700,117 EAST 102ND STREET,"05/03/2008
",#GARDENB,899000,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15701,3668,15701,117 EAST 102ND STREET,"06/09/2008
",#1B,885887,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15702,3668,15702,117 EAST 102ND STREET,"01/16/2008
",#2B,722957,1,0,0,0,0,1,0,0,0,0,1,675,627433.3125,234,174,152,124,108,115,280,327,220,402,338,476,325,432,428,369,71
15703,1563,15703,206 EAST 73RD   STREET,"04/11/2014
",COMM_FAC,545000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15704,1563,15704,206 EAST 73RD   STREET,"03/06/2019
",#CF (Commercial Unit),609000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15705,1563,15705,206 EAST 73RD   STREET,"12/27/2007
",Unknown,599000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15706,1563,15706,206 EAST 73RD   STREET,"12/27/2007
",Unknown,5375000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15707,1563,15707,206 EAST 73RD   STREET,"06/05/2012
",#3W,2315000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15708,1563,15708,206 EAST 73RD   STREET,"07/18/2012
",#4W,2500000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15709,1563,15709,206 EAST 73RD   STREET,"08/24/2012
",#4E,2600000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15710,1563,15710,206 EAST 73RD   STREET,"12/19/2014
",#3E,2675000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15711,1563,15711,206 EAST 73RD   STREET,"02/11/2008
",#3W,2700000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15712,1563,15712,206 EAST 73RD   STREET,"10/03/2018
",#4E,2750000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15713,1563,15713,206 EAST 73RD   STREET,"05/16/2018
",#4E,2750000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15714,1563,15714,206 EAST 73RD   STREET,"01/10/2017
",#4E,2775000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15715,1563,15715,206 EAST 73RD   STREET,"09/25/2016
",#4E,2775000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15716,1563,15716,206 EAST 73RD   STREET,"05/04/2014
",#3E,2790000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15717,1563,15717,206 EAST 73RD   STREET,"06/25/2010
",#4WEST,2850000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15718,1563,15718,206 EAST 73RD   STREET,"10/31/2008
",#4W,3250000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15719,1563,15719,206 EAST 73RD   STREET,"04/20/2007
",Unknown,4950000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15720,1563,15720,206 EAST 73RD   STREET,"06/06/2013
",#PHE,6500000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15721,1563,15721,206 EAST 73RD   STREET,"11/26/2018
",#PHW,6950000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15722,1563,15722,206 EAST 73RD   STREET,"11/16/2007
",#PHW,1597583,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15723,1563,15723,206 EAST 73RD   STREET,"03/18/2015
",#MEAST,5785000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15724,1563,15724,206 EAST 73RD   STREET,"05/05/2012
",#4E/4W,5400000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15725,1563,15725,206 EAST 73RD   STREET,"06/19/2015
",MAISONETTE-E,5675000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15726,1563,15726,206 EAST 73RD   STREET,"06/26/2019
",#ME/2E,5975000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15727,1563,15727,206 EAST 73RD   STREET,"03/21/2015
",MAIS-EAST,5785000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15728,1563,15728,206 EAST 73RD   STREET,"11/14/2014
",#MAISE,6400000,1,0,1,0,0,0,0,0,1,0,1,225,754005,226,233,163,200,188,181,120,79,172,106,130,130,235,212,229,132,18
15729,3000,15729,433 EAST 74TH   STREET,"09/05/2008
",#3B,570220,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15730,3000,15730,433 EAST 74TH   STREET,"09/26/2008
",#4B,589567,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15731,3000,15731,433 EAST 74TH   STREET,"08/11/2008
",#3B,685000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15732,3000,15732,433 EAST 74TH   STREET,"08/11/2008
",#4B,710000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15733,3000,15733,433 EAST 74TH   STREET,"08/11/2008
",#EMAIS,1220000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15734,3000,15734,433 EAST 74TH   STREET,"10/04/2010
",#EMAIS,1290000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15735,3000,15735,433 EAST 74TH   STREET,"12/05/2011
",#EMAIS,949000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15736,3000,15736,433 EAST 74TH   STREET,"06/29/2009
",#1A,997885,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15737,3000,15737,433 EAST 74TH   STREET,"01/20/2017
",#1A,1280000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15738,3000,15738,433 EAST 74TH   STREET,"08/12/2008
",#2A,1600000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15739,3000,15739,433 EAST 74TH   STREET,"04/18/2012
",#1A,800000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15740,3000,15740,433 EAST 74TH   STREET,"08/08/2008
",#2A,1552831,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15741,3000,15741,433 EAST 74TH   STREET,"08/21/2018
",#2A,2390000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15742,3000,15742,433 EAST 74TH   STREET,"08/11/2008
",#6A,2995000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15743,3000,15743,433 EAST 74TH   STREET,"06/30/2009
",#6A,4887600,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15744,3000,15744,433 EAST 74TH   STREET,"08/11/2008
",#6B,3100000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15745,3000,15745,433 EAST 74TH   STREET,"06/30/2009
",#6B,2400000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15746,3000,15746,433 EAST 74TH   STREET,"08/11/2008
",#PH,4450000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15747,3000,15747,433 EAST 74TH   STREET,"09/21/2015
",#PH,5449000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15748,3000,15748,433 EAST 74TH   STREET,"05/15/2009
",#PH,3207487,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15749,3000,15749,433 EAST 74TH   STREET,"12/08/2009
",#PH,4950000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15750,3000,15750,433 EAST 74TH   STREET,"09/03/2015
",#PH,5449000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15751,3000,15751,433 EAST 74TH   STREET,"03/19/2009
",#1B,3207487,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15752,3000,15752,433 EAST 74TH   STREET,"05/11/2014
",#1B,3650000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15753,3000,15753,433 EAST 74TH   STREET,"05/11/2018
",#MAISB,4250000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15754,3000,15754,433 EAST 74TH   STREET,"06/06/2017
",#1B,4300000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15755,3000,15755,433 EAST 74TH   STREET,"12/17/2016
",#TH1B,4500000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15756,3000,15756,433 EAST 74TH   STREET,"08/11/2008
",#WMAIS,3800000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15757,3000,15757,433 EAST 74TH   STREET,"12/04/2017
",#THB,4450000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15758,3000,15758,433 EAST 74TH   STREET,"09/11/2008
",#3A,4200000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15759,3000,15759,433 EAST 74TH   STREET,"08/12/2008
",#3A,4276650,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15760,3000,15760,433 EAST 74TH   STREET,"10/01/2009
",#4A,3767525,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15761,3000,15761,433 EAST 74TH   STREET,"10/06/2008
",#5A,4378475,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15762,3000,15762,433 EAST 74TH   STREET,"05/01/2019
",#4,5750000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15763,3000,15763,433 EAST 74TH   STREET,"10/17/2016
",#5,5495000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15764,3000,15764,433 EAST 74TH   STREET,"02/14/2017
",#5,5499999,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15765,3000,15765,433 EAST 74TH   STREET,"04/26/2018
",#5,5795000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15766,3000,15766,433 EAST 74TH   STREET,"08/11/2008
",#4A,4475000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15767,3000,15767,433 EAST 74TH   STREET,"08/11/2008
",#5A,4650000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15768,3000,15768,433 EAST 74TH   STREET,"04/24/2012
",#1C,5630000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15769,3000,15769,433 EAST 74TH   STREET,"07/31/2009
",#1C,8200000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15770,3000,15770,433 EAST 74TH   STREET,"02/11/2011
",#6A,4995000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15771,3000,15771,433 EAST 74TH   STREET,"03/15/2012
",#5A,4495000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15772,3000,15772,433 EAST 74TH   STREET,"09/10/2015
",#4A,5200000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15773,3000,15773,433 EAST 74TH   STREET,"10/15/2016
",#5A,5390000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15774,3000,15774,433 EAST 74TH   STREET,"04/16/2010
",#1C,7636875,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15775,3000,15775,433 EAST 74TH   STREET,"02/16/2010
",#HOUSE,7995000,1,0,0,1,0,0,0,0,0,1,0,375,635916.75,138,174,210,247,166,203,196,213,188,256,460,381,412,282,298,278,36
15776,3558,15776,1595 LEXINGTON AVENUE,"10/03/2013
",#6A,436020,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15777,3558,15777,1595 LEXINGTON AVENUE,"06/27/2013
",#8A,500000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15778,3558,15778,1595 LEXINGTON AVENUE,"11/17/2015
",#7A,498000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15779,3558,15779,1595 LEXINGTON AVENUE,"12/27/2013
",#4G,473486,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15780,3558,15780,1595 LEXINGTON AVENUE,"03/12/2014
",#6G,524398,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15781,3558,15781,1595 LEXINGTON AVENUE,"01/25/2017
",#4G,638000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15782,3558,15782,1595 LEXINGTON AVENUE,"09/20/2013
",#4D,540000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15783,3558,15783,1595 LEXINGTON AVENUE,"10/18/2013
","#5D+      



 #5D+      

#S14


#5D",549855,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15784,3558,15784,1595 LEXINGTON AVENUE,"07/09/2013
",#5B,595676,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15785,3558,15785,1595 LEXINGTON AVENUE,"05/28/2014
",#5H,523000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15786,3558,15786,1595 LEXINGTON AVENUE,"07/10/2013
",#5C,570000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15787,3558,15787,1595 LEXINGTON AVENUE,"11/16/2018
",#3C,795000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15788,3558,15788,1595 LEXINGTON AVENUE,"08/27/2013
",#8C,580000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15789,3558,15789,1595 LEXINGTON AVENUE,"03/07/2014
",#7C,610000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15790,3558,15790,1595 LEXINGTON AVENUE,"06/20/2013
",#4H,466849,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15791,3558,15791,1595 LEXINGTON AVENUE,"11/19/2014
",#7C,399000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15792,3558,15792,1595 LEXINGTON AVENUE,"09/13/2019
",#6B,890000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15793,3558,15793,1595 LEXINGTON AVENUE,"12/10/2018
",#6B,895000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15794,3558,15794,1595 LEXINGTON AVENUE,"07/05/2018
",#6B,950000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15795,3558,15795,1595 LEXINGTON AVENUE,"06/19/2013
",#3F,699000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15796,3558,15796,1595 LEXINGTON AVENUE,"07/09/2013
",#7B,555024,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15797,3558,15797,1595 LEXINGTON AVENUE,"02/11/2014
",#8F,785000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15798,3558,15798,1595 LEXINGTON AVENUE,"06/19/2013
",#3B,639461,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15799,3558,15799,1595 LEXINGTON AVENUE,"07/30/2013
",#5E,929000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15800,3558,15800,1595 LEXINGTON AVENUE,"12/06/2013
",#3E,911000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15801,3558,15801,1595 LEXINGTON AVENUE,"11/25/2014
",#PHD,1700000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15802,3558,15802,1595 LEXINGTON AVENUE,"04/24/2014
",#7D,1900000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
15803,3558,15803,1595 LEXINGTON AVENUE,"02/12/2015
",#8D,1695000,1,0,0,0,1,0,0,0,0,0,1,525,664154.4375,277,206,161,137,148,119,140,143,213,405,371,489,402,414,461,409,111
