OBJECTID,Join_Count,OBJECTID_1,Address,Date,Unit,Price,Prox_Q,Q_0_150,Q_150_300,Q_300_450,Q_450_600,Q_600_750,A_0_150,A_150_300,A_300_450,East,West,mean_proximity,Kernel_RBC,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020
136,1062,136,116 EAST 61ST   STREET,"08/04/2015
",(House - 1 family),9900000,1,0,1,0,0,0,0,0,0,0,0,225,922661.6875,125,135,133,167,102,119,70,33,99,72,65,156,213,132,143,74,5
137,1062,137,116 EAST 61ST   STREET,"12/10/2014
",Unknown,11500000,1,0,1,0,0,0,0,0,0,0,0,225,922661.6875,125,135,133,167,102,119,70,33,99,72,65,156,213,132,143,74,5
138,1275,138,156 EAST 65TH   STREET,"02/02/2016
","(House, 1-2 family with garage or vacant land)",7087500,1,0,1,0,0,0,0,1,0,0,1,225,699179.9375,80,125,108,93,134,103,91,46,92,118,162,222,187,124,77,105,51
139,1086,139,110 EAST 78TH   STREET,"12/09/2010
",(House - 1 family),1715000,1,0,0,0,0,1,1,0,0,0,1,675,593638.0625,51,56,69,63,87,59,71,24,60,61,237,171,152,125,96,77,12
140,1086,140,110 EAST 78TH   STREET,"12/19/1997
",(House),6975000,1,0,0,0,0,1,1,0,0,0,1,675,593638.0625,51,56,69,63,87,59,71,24,60,61,237,171,152,125,96,77,12
141,1086,141,110 EAST 78TH   STREET,"01/05/2015
",(House - 1 family),8950000,1,0,0,0,0,1,1,0,0,0,1,675,593638.0625,51,56,69,63,87,59,71,24,60,61,237,171,152,125,96,77,12
142,1658,142,249 EAST 71ST   STREET,"08/07/2017
",(House - 1 family),6350000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,196,172,259,296,237,158,111,274,117,89,138,239,188,162,138,44
143,1153,143,147 EAST 63RD STREET,"08/16/2011
",(House - 1 family),9140625,1,1,0,0,0,0,0,0,1,0,0,75,920616.625,66,92,97,144,131,70,69,32,94,99,86,165,122,168,149,127,42
144,1153,144,147 EAST 63RD STREET,"05/18/2015
",Unknown,10750000,1,1,0,0,0,0,0,0,1,0,0,75,920616.625,66,92,97,144,131,70,69,32,94,99,86,165,122,168,149,127,42
145,1065,145,154 EAST 66TH STREET,"02/12/2016
",(House - 1 family),10000000,1,0,1,0,0,0,0,1,0,0,1,225,568438.3125,79,105,84,64,96,101,76,47,67,98,150,189,169,92,71,57,49
146,1153,146,147 EAST 63RD STREET,"05/15/2015
",(House - 1 family),10500000,1,1,0,0,0,0,0,0,1,0,0,75,920616.625,66,92,97,144,131,70,69,32,94,99,86,165,122,168,149,127,42
147,742,147,134 EAST 65TH   STREET,"02/09/2016
",(House - 2 family),9250000,1,0,1,0,0,0,0,1,0,0,1,225,766592.0625,50,95,89,83,75,82,76,35,62,65,63,116,54,92,57,75,47
148,1147,148,175 EAST 64TH STREET,"07/26/1996
",(House),1426000,1,1,0,0,0,0,0,0,1,0,1,75,818409.5,66,134,119,154,154,85,99,39,117,89,104,162,102,145,114,127,49
149,1147,149,175 EAST 64TH STREET,"06/24/2015
",(House - 2 family),8500000,1,1,0,0,0,0,0,0,1,0,1,75,818409.5,66,134,119,154,154,85,99,39,117,89,104,162,102,145,114,127,49
150,1147,150,175 EAST 64TH STREET,"06/02/2015
",Unknown,8750000,1,1,0,0,0,0,0,0,1,0,1,75,818409.5,66,134,119,154,154,85,99,39,117,89,104,162,102,145,114,127,49
151,1692,151,506 EAST 87TH   STREET,"04/29/1998
",Unknown,261500,1,0,0,0,1,0,0,0,0,1,0,525,211313.6563,78,101,128,104,132,135,131,54,109,106,161,202,181,147,279,288,34
152,1692,152,506 EAST 87TH   STREET,"07/16/2015
",(House - 3 family),6336000,1,0,0,0,1,0,0,0,0,1,0,525,211313.6563,78,101,128,104,132,135,131,54,109,106,161,202,181,147,279,288,34
153,1692,153,506 EAST 87TH   STREET,"07/20/2015
",Unknown,6495000,1,0,0,0,1,0,0,0,0,1,0,525,211313.6563,78,101,128,104,132,135,131,54,109,106,161,202,181,147,279,288,34
154,1692,154,506 EAST 87TH   STREET,"01/02/2014
",Unknown,6850000,1,0,0,0,1,0,0,0,0,1,0,525,211313.6563,78,101,128,104,132,135,131,54,109,106,161,202,181,147,279,288,34
155,1595,155,362 EAST 69TH   STREET,"11/19/2009
",(House - 1 family),2700000,1,0,1,0,0,0,0,0,0,1,0,225,471582.4375,138,191,157,288,150,165,115,92,180,114,149,153,224,204,202,133,29
156,1595,156,362 EAST 69TH   STREET,"10/25/2012
",(House - 1 family),3050000,1,0,1,0,0,0,0,0,0,1,0,225,471582.4375,138,191,157,288,150,165,115,92,180,114,149,153,224,204,202,133,29
157,1595,157,362 EAST 69TH   STREET,"06/28/2016
",(House - 1 family),7750000,1,0,1,0,0,0,0,0,0,1,0,225,471582.4375,138,191,157,288,150,165,115,92,180,114,149,153,224,204,202,133,29
158,1629,158,360 EAST 69TH   STREET,"01/25/2010
",(House - 1 family),3050000,1,0,1,0,0,0,0,0,0,1,0,225,471582.4375,141,192,157,288,150,165,120,94,181,116,157,155,225,208,208,136,29
159,1629,159,360 EAST 69TH   STREET,"06/21/2013
",(House - 1 family),3450000,1,0,1,0,0,0,0,0,0,1,0,225,471582.4375,141,192,157,288,150,165,120,94,181,116,157,155,225,208,208,136,29
160,1105,160,160 EAST 66TH STREET,"01/08/2008
",(House - 1 family),6850000,1,0,1,0,0,0,0,1,0,0,1,225,568438.3125,80,110,86,73,101,108,77,49,72,111,151,193,175,93,71,64,49
161,1105,161,160 EAST 66TH STREET,"07/06/2017
",(House - 1 family),10500000,1,0,1,0,0,0,0,1,0,0,1,225,568438.3125,80,110,86,73,101,108,77,49,72,111,151,193,175,93,71,64,49
162,1105,162,160 EAST 66TH STREET,"08/19/2016
",Unknown,10850000,1,0,1,0,0,0,0,1,0,0,1,225,568438.3125,80,110,86,73,101,108,77,49,72,111,151,193,175,93,71,64,49
163,996,163,59 EAST 82ND   STREET,"06/19/2013
",Unknown,18995000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,66,63,59,43,49,41,68,55,136,112,88,180,105,151,11
164,848,164,63 EAST 82ND   STREET,"12/14/2016
",Unknown,23750000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,43,86,72,62,57,43,51,40,72,60,133,107,86,126,66,96,11
165,996,165,59 EAST 82ND   STREET,"04/16/1996
",(House),2300000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,66,63,59,43,49,41,68,55,136,112,88,180,105,151,11
166,996,166,59 EAST 82ND   STREET,"12/01/2005
",(House - 1 family),5152293,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,66,63,59,43,49,41,68,55,136,112,88,180,105,151,11
167,996,167,59 EAST 82ND   STREET,"05/20/2008
",(House - 2 family),12000000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,66,63,59,43,49,41,68,55,136,112,88,180,105,151,11
168,996,168,59 EAST 82ND   STREET,"12/16/2013
",Unknown,18500000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,66,63,59,43,49,41,68,55,136,112,88,180,105,151,11
169,1629,169,360 EAST 69TH   STREET,"07/29/2016
",(House - 1 family),7675000,1,0,1,0,0,0,0,0,0,1,0,225,471582.4375,141,192,157,288,150,165,120,94,181,116,157,155,225,208,208,136,29
170,996,170,59 EAST 82ND   STREET,"02/13/2015
","(House, 1-2 family with garage or vacant land)",14990000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,66,63,59,43,49,41,68,55,136,112,88,180,105,151,11
171,848,171,63 EAST 82ND   STREET,"05/14/2004
",(House - 1 family),4750500,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,43,86,72,62,57,43,51,40,72,60,133,107,86,126,66,96,11
172,848,172,63 EAST 82ND   STREET,"02/27/2018
",(House - 1 family),13250000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,43,86,72,62,57,43,51,40,72,60,133,107,86,126,66,96,11
173,848,173,63 EAST 82ND   STREET,"03/06/2018
",Unknown,15400000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,43,86,72,62,57,43,51,40,72,60,133,107,86,126,66,96,11
174,848,174,63 EAST 82ND   STREET,"03/02/2018
",Unknown,15400000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,43,86,72,62,57,43,51,40,72,60,133,107,86,126,66,96,11
175,848,175,63 EAST 82ND   STREET,"07/17/2017
",Unknown,17500000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,43,86,72,62,57,43,51,40,72,60,133,107,86,126,66,96,11
176,848,176,63 EAST 82ND   STREET,"12/09/2016
",Unknown,23750000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,43,86,72,62,57,43,51,40,72,60,133,107,86,126,66,96,11
177,1595,177,362 EAST 69TH   STREET,"06/28/2016
",Unknown,7750000,1,0,1,0,0,0,0,0,0,1,0,225,471582.4375,138,191,157,288,150,165,115,92,180,114,149,153,224,204,202,133,29
178,1006,178,55 EAST 82ND   STREET,"03/08/1996
",(House),1133000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,68,64,60,43,51,42,66,54,143,112,89,177,105,152,15
179,1006,179,55 EAST 82ND   STREET,"02/17/2016
",(House - 2 family),10000000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,68,64,60,43,51,42,66,54,143,112,89,177,105,152,15
180,1006,180,55 EAST 82ND   STREET,"12/19/2015
",Unknown,10750000,1,0,0,0,0,1,0,0,1,0,1,675,513435.1563,44,82,68,64,60,43,51,42,66,54,143,112,89,177,105,152,15
181,1166,181,125 EAST 78TH   STREET,"06/02/2015
",Unknown,9800000,1,0,0,0,0,1,1,0,0,0,1,675,677023.8125,65,48,73,58,87,49,71,22,57,62,234,178,143,196,114,72,17
182,822,182,18 EAST 69TH STREET,"06/17/2016
","(House, 1-3 Family, with store/office)",19700000,1,0,0,0,0,1,0,0,1,0,1,675,153438.1875,55,57,65,77,58,54,73,26,50,69,91,137,146,118,56,50,6
183,822,183,18 EAST 69TH STREET,"06/24/2016
",Unknown,22000000,1,0,0,0,0,1,0,0,1,0,1,675,153438.1875,55,57,65,77,58,54,73,26,50,69,91,137,146,118,56,50,6
184,2918,184,166 EAST 83RD   STREET,"10/30/2010
",Unknown,6800000,1,0,0,1,0,0,0,1,0,0,1,375,1363743.25,197,261,279,323,313,240,237,198,169,255,206,273,359,428,369,352,72
185,1755,185,305 EAST 56TH   STREET,"05/18/2015
",(Entire Building),3863540,1,0,0,0,0,1,0,0,0,0,0,675,636434.875,102,214,218,122,123,103,169,68,129,135,229,235,221,193,178,177,21
186,3198,186,229 EAST 81ST STREET,"07/29/2015
",#E,425000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
187,3198,187,229 EAST 81ST STREET,"11/26/2007
",#Y,445000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
188,3198,188,229 EAST 81ST STREET,"02/25/2019
",#E,490000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
189,3198,189,229 EAST 81ST STREET,"09/08/2009
",#E,355000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
190,3198,190,229 EAST 81ST STREET,"01/27/2009
",#M,100000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
191,3198,191,229 EAST 81ST STREET,"01/31/2009
",#M,175000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
192,3198,192,229 EAST 81ST STREET,"08/26/2009
",#B,500000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
193,3198,193,229 EAST 81ST STREET,"05/03/2018
",#B,672500,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
194,3198,194,229 EAST 81ST STREET,"02/28/2009
",#BE,895000,1,0,0,1,0,0,0,0,1,0,1,375,1540317.875,241,237,313,260,204,189,303,200,223,212,242,336,390,415,505,303,69
195,3339,195,311 EAST 104 STREET,"05/15/2011
",#3C,219000,1,0,0,0,0,1,0,0,0,1,0,675,191433.9063,118,125,96,74,97,85,158,64,129,176,218,296,386,619,571,633,89
196,3339,196,311 EAST 104 STREET,"12/01/2010
",#3C,249000,1,0,0,0,0,1,0,0,0,1,0,675,191433.9063,118,125,96,74,97,85,158,64,129,176,218,296,386,619,571,633,89
197,3339,197,311 EAST 104 STREET,"03/31/2015
",#1B,375000,1,0,0,0,0,1,0,0,0,1,0,675,191433.9063,118,125,96,74,97,85,158,64,129,176,218,296,386,619,571,633,89
198,3339,198,311 EAST 104 STREET,"02/18/2000
",#1B (Condo),107000,1,0,0,0,0,1,0,0,0,1,0,675,191433.9063,118,125,96,74,97,85,158,64,129,176,218,296,386,619,571,633,89
199,1333,199,212 EAST 70TH STREET,"01/08/2008
",Unknown,350000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
200,1333,200,212 EAST 70TH STREET,"01/27/2018
",#1A,475000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
201,1333,201,212 EAST 70TH STREET,"01/08/2008
",Unknown,395000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
202,1333,202,212 EAST 70TH STREET,"01/08/2008
",Unknown,425000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
203,1333,203,212 EAST 70TH STREET,"10/21/2008
",#2B,480000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
204,1333,204,212 EAST 70TH STREET,"01/08/2008
",Unknown,385000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
205,1333,205,212 EAST 70TH STREET,"02/24/2011
",#3A,320000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
206,1333,206,212 EAST 70TH STREET,"11/11/2007
",Unknown,415000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
207,1333,207,212 EAST 70TH STREET,"08/24/2012
",#2B,410000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
208,1333,208,212 EAST 70TH STREET,"09/24/2008
",#2B,495000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
209,1333,209,212 EAST 70TH STREET,"03/05/2008
",#4A,456300,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
210,1333,210,212 EAST 70TH STREET,"05/02/2013
",#3D,162242,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
211,1333,211,212 EAST 70TH STREET,"04/07/2008
",#3D,651680,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
212,1333,212,212 EAST 70TH STREET,"05/26/2017
",#3C,675000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
213,1333,213,212 EAST 70TH STREET,"11/11/2014
",#3C,699000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
214,1333,214,212 EAST 70TH STREET,"12/10/2013
",#3C,699000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
215,1333,215,212 EAST 70TH STREET,"03/23/2017
",#2D,312500,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
216,1333,216,212 EAST 70TH STREET,"11/17/2009
",#2D,600000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
217,1333,217,212 EAST 70TH STREET,"09/03/2019
",#2D,695000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
218,1333,218,212 EAST 70TH STREET,"05/11/2017
",#1D,670000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
219,1333,219,212 EAST 70TH STREET,"03/28/2017
",#2D,700000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
220,1333,220,212 EAST 70TH STREET,"11/15/2007
",#2C,707683,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
221,1333,221,212 EAST 70TH STREET,"03/28/2008
",#1D,760000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
222,1333,222,212 EAST 70TH STREET,"07/19/2011
",#1D,790000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
223,1333,223,212 EAST 70TH STREET,"07/04/2014
",#1C,840000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
224,1333,224,212 EAST 70TH STREET,"01/08/2008
",Unknown,915000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
225,1333,225,212 EAST 70TH STREET,"10/07/2010
",#1C,615000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
226,1333,226,212 EAST 70TH STREET,"03/26/2013
",#1C,625000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
227,1333,227,212 EAST 70TH STREET,"10/29/2008
",#1C,728557,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
228,1333,228,212 EAST 70TH STREET,"03/24/2017
","MULTI      



 MULTI      

#2D


#2D",725000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
229,1333,229,212 EAST 70TH STREET,"08/25/2008
",#4B,988610,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
230,1333,230,212 EAST 70TH STREET,"07/06/2011
",#4B,1235000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
231,1333,231,212 EAST 70TH STREET,"08/02/2019
",#4B,1575000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
232,1333,232,212 EAST 70TH STREET,"01/04/2016
",#2AC,1299000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
233,1333,233,212 EAST 70TH STREET,"12/01/2016
",#2AC,1295000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
234,1333,234,212 EAST 70TH STREET,"03/01/2018
",#1,1698000,1,0,1,0,0,0,0,1,0,0,1,225,487091.9063,64,149,128,210,256,199,124,74,192,124,78,132,162,151,124,140,32
235,918,235,123 EAST 61ST   STREET,"09/26/2007
","(House, 1-3 Family, with store/office)",7900000,1,0,1,0,0,0,0,0,0,0,0,225,922661.6875,116,135,129,166,101,115,69,33,97,64,54,113,142,129,139,73,5
236,918,236,123 EAST 61ST   STREET,"01/01/2016
",Unknown,13950000,1,0,1,0,0,0,0,0,0,0,0,225,922661.6875,116,135,129,166,101,115,69,33,97,64,54,113,142,129,139,73,5
237,918,237,123 EAST 61ST   STREET,"02/25/2016
",(House - 2 family),12000000,1,0,1,0,0,0,0,0,0,0,0,225,922661.6875,116,135,129,166,101,115,69,33,97,64,54,113,142,129,139,73,5
238,918,238,123 EAST 61ST   STREET,"08/26/2010
",(House - 1 family),12100000,1,0,1,0,0,0,0,0,0,0,0,225,922661.6875,116,135,129,166,101,115,69,33,97,64,54,113,142,129,139,73,5
239,2634,239,309 EAST 105TH STREET,"06/14/1999
",#4N (Condo),40000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
240,2634,240,309 EAST 105TH STREET,"07/13/1999
",#2N (Condo),57750,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
241,2634,241,309 EAST 105TH STREET,"11/11/1999
",#2N (Condo),130000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
242,2634,242,309 EAST 105TH STREET,"01/04/2017
",#4N,440000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
243,2634,243,309 EAST 105TH STREET,"04/27/2017
",#4N,455000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
244,2637,244,307 EAST 105 STREET,"01/31/2005
",#2N,275000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
245,2637,245,307 EAST 105 STREET,"08/04/2011
",#2N,349000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
246,2637,246,307 EAST 105 STREET,"06/22/2005
",#4N,400000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
247,2637,247,307 EAST 105 STREET,"02/24/2015
",#4N,499000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
248,2637,248,307 EAST 105 STREET,"10/08/2014
",#4N,515000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
249,2637,249,307 EAST 105 STREET,"08/12/2008
",#4N,520000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
250,2637,250,307 EAST 105 STREET,"12/07/2015
",#4N,555000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
251,2634,251,309 EAST 105TH STREET,"07/27/1999
",#2S (Condo),125750,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
252,2634,252,309 EAST 105TH STREET,"02/03/2007
",Unknown,425000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
253,2634,253,309 EAST 105TH STREET,"02/03/2007
",Unknown,475000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
254,2634,254,309 EAST 105TH STREET,"03/13/2012
",#2S,590000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
255,2634,255,309 EAST 105TH STREET,"12/07/2017
",#2S,610000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
256,2637,256,307 EAST 105 STREET,"03/03/2010
",#5S,190000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
257,2637,257,307 EAST 105 STREET,"03/16/2018
",#5S,565000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,111,114,97,72,77,74,146,60,109,90,183,150,202,536,526,561,74
258,2634,258,309 EAST 105TH STREET,"07/27/2012
",#2S,545000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
259,2634,259,309 EAST 105TH STREET,"12/14/2018
",#1N,91500,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
260,2634,260,309 EAST 105TH STREET,"12/20/2002
",#1N (Condo),275000,1,0,0,0,0,1,0,0,0,1,0,675,209142.625,102,100,88,72,78,73,144,61,109,90,182,149,202,535,529,559,74
261,704,261,36 EAST 70TH STREET,"11/26/2018
",Unknown,22500000,1,0,0,0,0,1,0,1,0,0,1,675,258776.8906,48,47,55,58,60,60,59,19,45,80,70,100,137,74,71,46,3
262,3579,262,345 EAST 61ST STREET,"11/05/2014
",#5C,230000,1,0,0,0,1,0,0,0,0,0,0,525,714975.1875,190,360,234,205,241,125,193,129,183,186,379,386,571,339,321,871,21
263,3579,263,345 EAST 61ST STREET,"03/04/2014
",#5C,239000,1,0,0,0,1,0,0,0,0,0,0,525,714975.1875,190,360,234,205,241,125,193,129,183,186,379,386,571,339,321,871,21
264,3579,264,345 EAST 61ST STREET,"01/17/2012
",#1A,295000,1,0,0,0,1,0,0,0,0,0,0,525,714975.1875,190,360,234,205,241,125,193,129,183,186,379,386,571,339,321,871,21
265,3579,265,345 EAST 61ST STREET,"07/17/2019
",#1A,449000,1,0,0,0,1,0,0,0,0,0,0,525,714975.1875,190,360,234,205,241,125,193,129,183,186,379,386,571,339,321,871,21
266,3571,266,212 EAST 88TH STREET,"10/05/2009
",#1B,210000,1,0,1,0,0,0,0,1,0,0,1,225,1580394.5,219,219,306,245,147,156,207,161,324,277,393,381,412,688,390,306,32
267,3571,267,212 EAST 88TH STREET,"11/06/2014
",#2A,310000,1,0,1,0,0,0,0,1,0,0,1,225,1580394.5,219,219,306,245,147,156,207,161,324,277,393,381,412,688,390,306,32
268,3571,268,212 EAST 88TH STREET,"03/27/2014
",#2D,349000,1,0,1,0,0,0,0,1,0,0,1,225,1580394.5,219,219,306,245,147,156,207,161,324,277,393,381,412,688,390,306,32
269,3571,269,212 EAST 88TH STREET,"08/25/2017
",#2D,450000,1,0,1,0,0,0,0,1,0,0,1,225,1580394.5,219,219,306,245,147,156,207,161,324,277,393,381,412,688,390,306,32
270,3571,270,212 EAST 88TH STREET,"10/23/2014
",#5D,304900,1,0,1,0,0,0,0,1,0,0,1,225,1580394.5,219,219,306,245,147,156,207,161,324,277,393,381,412,688,390,306,32
